@relation chat

@attribute class_conducta {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
3,'y por mi si ',0,0,1,0,0,0,2,0,1,0,0,0
3,'yo poder ! ',0,0,0,0,1,1,0,0,0,1,0,0
3,'yo si . ',0,0,0,0,0,1,1,0,0,1,0,0
4,'( a el 5 ) ',0,0,1,0,0,0,0,0,1,2,1,0
1,'a ver si el acomodo ',0,0,1,1,1,0,1,0,1,0,0,0
4,'acomoda lo ',0,0,0,0,1,1,0,0,0,0,0,0
4,'agregar uno nota poner algo de el respuesta de uno punto ',0,0,3,3,2,1,0,0,2,0,0,0
1,'ah poner todo el que creer , de el manera más formal ',1,2,3,1,2,1,0,0,1,1,0,0
1,'ahora a el tarde lo mirar si quered podemos arreglar uno hora para conectar nos todo para hacer algo ',0,1,2,3,5,4,1,0,3,0,0,0
4,'alguien querer ir completar el 1 con el 4 fase ? ',1,0,2,1,3,1,0,0,1,1,1,0
4,'arreglar el 1 ',0,0,1,0,1,0,0,0,0,0,1,0
1,'banquetee hasta después_de el [??:??/??/??:12.00:pm] que llegar y el repaso ',0,2,2,1,1,1,1,0,1,0,0,1
4,'bruno queresa buscar uno ultimar ejemplo o preferid encargar te de el 3 ? ',1,0,2,3,3,1,1,0,1,1,1,0
4,'bruno si queresa ayuda me a arreglar el uno ',1,0,1,1,2,2,1,0,1,0,0,0
4,'buen_is_i_m_o esperar a ver que decir el demos ',0,1,1,1,3,0,1,0,1,0,0,0
4,'bueno me poner a traducir si querer y le ir agregar cosa ? ',0,0,0,1,5,2,2,1,1,1,0,0
1,'bueno , a ver , el arreglo yo , pero nadie toque_nada ',0,0,1,2,1,2,1,1,1,3,0,0
4,'capaz q poder poner algo mas de nos , que se agregar el caso como hecho en el base ',1,0,2,4,3,4,2,0,2,1,0,0
4,'capaz que nombrar los ',1,0,0,0,1,1,1,0,0,0,0,0
4,'che explayar uno poco el otro 2 jajay ',0,0,3,0,1,1,0,2,0,0,1,0
4,'che lo seguir mañana ? ? ',0,1,0,0,1,1,0,1,0,2,0,0
4,'chico , poder usar edición como sugerencia para no tener que editar o borrar cosa ',0,1,0,4,5,1,2,0,1,1,0,0
3,'claro , y de paso ir ver si dejar así el 2 1 ',1,1,1,2,3,0,2,0,1,1,1,0
4,'cosa de mañana ya enviar lo ',0,2,0,1,1,1,0,0,1,0,0,0
4,'dejar en letra 10 el resultado ',0,0,1,2,1,0,0,0,1,0,1,0
4,'deshacer . . ',0,0,0,0,1,0,0,0,0,2,0,0
6,'el [S:??/??/??:??.??:??] haber q entregar lo ',0,0,1,0,2,1,1,0,0,0,0,1
4,'empecer si querer ',0,0,0,0,2,0,1,0,0,0,0,0
4,'ser que haber que aclarar que ese problema anterior ser el que el mismo resolver ',2,0,3,1,5,1,3,0,0,0,0,0
4,'esperar no haber drama ',0,1,0,1,2,0,0,0,0,0,0,0
4,'estar decir que redactar con su palabra , cada uno , el que responder a el uno , de manera breve ',1,0,4,2,4,3,1,0,3,3,0,0
4,'faltaría explicar todo ese jajay ',1,0,1,0,1,1,0,1,0,0,0,0
4,'formateemos si le parecer q el respuesta quedar abajo de el pregunta ',0,1,2,2,3,1,2,0,1,0,0,0
4,'hablar por acá ',0,1,0,0,1,0,0,0,1,0,0,0
4,'habría que ver como se realizar el comparación de el caso ',0,0,2,3,2,1,2,0,1,0,0,0
4,'hacer uno cosa poner el letra comuna en 12 y el titulo en 14 ',0,1,3,3,2,0,1,0,2,0,2,0
4,'hacer uno cosa ',0,0,1,1,1,0,0,0,0,0,0,0
4,'hacer uno generalización cuando tener uno nuevo problema mirar el que ya tener resolver ',1,1,3,2,5,2,0,0,0,0,0,0
4,'hacer uno cosa ',0,0,1,1,1,0,0,0,0,0,0,0
4,'haber q poner el integrante ',0,0,1,2,2,0,0,0,0,0,0,0
12,'el diferencia el se yo , así que no me chamales ( ? ',0,2,2,2,0,3,1,0,0,3,0,0
4,'laura , queresa leer el último y decir me q pensase ? ',2,0,1,2,2,2,1,0,0,2,0,0
4,'le acomodar el hoja y borra el que no ir también ? ',0,1,2,2,3,2,1,0,0,1,0,0
4,'leer el código ',0,0,1,1,1,0,0,0,0,0,0,0
4,'el q este en rojo no me lo borrar ',0,1,2,2,1,2,0,0,1,0,0,0
4,'el que haber que hacer ser identificar el 4 etapa y implementar las en prologá ',0,0,2,2,5,2,2,0,1,0,1,0
4,'mañana le pintar uno toque el respuesta ',0,1,2,2,1,1,0,0,0,0,0,0
4,'marfil , a vos te decir si queridas poner el de el telefotos ',0,0,2,3,2,2,1,0,2,1,0,0
4,'no se olvidar de el encuesta . . ',0,1,1,1,1,1,0,0,1,2,0,0
4,'no se olvidar de poner bibliografía de el q haber leudo ',0,1,1,2,3,2,0,0,2,0,0,0
1,'no se ',0,1,0,0,0,1,0,0,0,0,0,0
4,'o poner , hacer uno analogía con el analogías , el razonamiento basar en caso ser uno manera de razonar hacer analogías ',0,0,4,6,6,0,1,0,3,2,0,0
4,'o volar el 1 oración en rojo , o todo el párrafo 2 ',2,0,3,3,1,0,2,0,1,1,0,0
5,'para mi el mejor ser q nos encargar de algo en particular cada uno ',1,0,3,1,2,3,1,0,3,0,0,0
4,'pedir uno reasignación de grupo ... ',0,0,1,2,1,0,0,0,1,1,0,0
4,'pegar el de w_i_k_i_pedia ',1,0,1,0,1,0,0,0,1,0,0,0
4,'pero a ver , ir alomás básico de el básico ',2,1,1,0,2,0,1,0,2,1,0,0
4,'pero podríamos mencionar que parte de el problema , lo adaptar , y el agregar ',0,0,2,2,4,1,3,0,1,2,0,0
4,'pero si , nos poner de acuerdo uno din y horario para liquidar lo . ',0,0,1,3,2,2,3,0,2,2,0,0
4,'en TM_h:1 quedar con moño y todo ',0,0,1,1,1,0,1,0,2,0,1,0
4,'podríamos golear uno poco mas en el tiempo libre y mañana lo seguir . . si a alguien se le prender el lamparista que avisar jajay ',1,1,3,2,5,6,3,1,2,2,0,0
4,'poner uno din y hg q poder o franja horario así tratar de sumar nos todo ',1,0,2,4,4,2,2,0,1,0,0,0
4,'porque sino lo mandar como estar y el catedral no se dar ni contar ',0,1,1,1,4,2,5,0,0,0,0,0
4,'haber que definir lo como que ir aprender y generar uno base de dato ',0,0,1,2,5,2,3,0,1,0,0,0
4,'quedar en juntar nos mañana de 23 a 24 ',0,1,0,0,2,1,0,0,3,0,2,0
4,'queresa escribir lo ? ',0,0,0,0,2,1,0,0,0,1,0,0
4,'quizás antecede todo el texto que poner habría que poner uno mini introducción decir que prologá bla bla ',2,0,3,3,4,1,2,2,1,0,0,0
5,'quizás no lo asociaría con el forma de pensar de el persona , solo ese ',1,2,2,3,1,2,0,0,3,1,0,0
4,'si no este seguro poner que en principio se poder hacer con ese ',0,1,1,2,3,2,2,0,2,0,0,0
4,'si queresa esperar hasta y 10 y empezar ',0,0,0,1,2,0,3,0,1,0,1,0
4,'si querer hacer el 2 ',0,0,1,0,2,0,1,0,0,0,1,0
1,'si querer lo traducir ',0,0,0,0,2,1,1,0,0,0,0,0
4,'si querer poder ir poner en el documento , el que se nos ir ocurrir ',0,0,2,1,6,3,1,0,1,1,0,0
4,'si querer ir escribir el más breve posible como responder el 1 ',2,1,2,0,4,0,2,0,0,0,1,0
4,'seguir mas abajo ',0,1,0,0,1,0,1,0,0,0,0,0
4,'sino dejar y mañana o pasar lo liquidar el que estar ',0,0,1,1,4,2,3,0,0,0,0,0
4,'siso , después pega le uno hojeada ',0,1,1,2,1,1,0,0,0,1,0,0
4,'tendríamos q leer el 1 de nuevo a ver como ido ',1,0,1,1,3,1,1,0,2,0,1,0
4,'tendríamos q poner uno din y fecha para estar todo y hacer el ny . . ',0,0,2,3,4,1,3,0,1,2,0,0
4,'tirar uno ejemplo haber como lo transformamos ... pero tira lo con palabra no con coligo ',0,1,1,3,4,2,2,0,2,1,0,0
4,'tocar antecede entregar , no modificar ahora ',0,2,0,0,3,0,0,0,1,1,0,0
11,'si no aportar dato ir a dormir jajajá ',0,1,0,1,3,0,1,1,1,0,0,0
6,'uno paradigma de resolución de problema ',0,0,1,3,0,0,0,0,2,0,0,0
1,'ir a ir leer algo si poder así entrar en calor ? ',0,1,0,2,5,0,1,0,2,1,0,0
1,'ir agregar a el dock y el que no ir el borrar ',0,1,3,1,4,1,1,0,1,0,0,0
4,'y si lo hacer en este momento exacto que estar todo ? : p ',1,0,1,2,2,3,2,0,1,2,0,0
1,'yo agregar ese en el uno y tratar de agregar algo mas ',0,0,1,0,3,4,2,0,2,0,0,0
5,'yo decir de volar lo ',0,0,0,0,2,2,0,0,1,0,0,0
4,'yo poner ese ejemplo , bien copar ',0,1,1,1,2,1,0,0,0,1,0,0
5,'[??:??/??/??:1.??:??] con el 1 ) , medio limasen ',1,1,1,0,0,0,0,0,1,2,1,1
4,'a el 3 entonces quedar o a el 7 ? ',0,1,2,0,1,0,1,0,2,1,2,0
4,'a el 7 por mi este bien ',0,0,3,1,0,0,0,0,2,0,1,0
3,'adherir ',0,0,0,0,1,0,0,0,0,0,0,0
5,'ah como este este de 10 ',0,1,2,0,0,0,1,0,1,0,1,0
5,'ah ir quedar ',0,1,0,0,2,0,0,0,0,0,0,0
4,'a el comparación deja la ',0,0,1,1,1,1,0,0,1,0,0,0
5,'así que me parecer que feudo bien ',0,1,0,2,1,2,1,0,0,0,0,0
5,'banca , ese ultimar que tocar el dejaría como estar , sotavente pondría , este proceso se componer de 4 paso ',0,1,2,5,4,2,2,0,1,3,1,0
1,'buenas ! ',0,0,0,1,0,0,0,0,0,1,0,0
4,'mañana a el 14 entonces ? ',0,2,1,0,0,0,0,0,1,1,1,0
3,'bueno como querer jajay . ',0,0,0,0,1,0,1,2,0,1,0,0
3,'bueno estar entonces ? ',0,1,0,0,1,0,0,1,0,1,0,0
3,'bueno lo dejar así entonces ',0,1,0,1,1,1,0,1,0,0,0,0
3,'bueno nos para mi estarza ',2,0,1,1,0,0,0,0,1,0,0,0
3,'bueno seguir con el dock ',0,0,1,1,1,0,0,1,1,0,0,0
3,'bueno seguir con el definición ',0,0,1,1,1,0,0,1,1,0,0,0
3,'bueno ya este seguir ',0,1,0,0,1,1,0,1,0,0,0,0
5,'capaz que faltaría agregar ese ',1,0,0,1,1,1,1,0,0,0,0,0
4,'cerca de el noche suponer que estar todo ',0,1,2,1,2,0,1,0,1,0,0,0
3,'clavaron , no seriar uno relaciona entre echo 1..1 sino de varios en varios y ah corregir si el oración este bien redactar o lo traducir a uno frase parecer en otro idioma , parecer uno ejemplo bueno también ',1,2,6,7,7,3,4,1,5,2,1,0
3,'claro ese ser , y que gracias el inteligencia artificial poder agregar nuevo enfermedad con su respectivo síntomas ',3,0,2,3,3,1,2,1,2,1,0,0
3,'claro , en uno par de lado ver también que no usar prologá pero no decir porque . . usar clips ',0,3,1,4,5,0,3,0,2,3,0,0
3,'claro , este bien ',0,1,0,0,0,1,0,1,0,1,0,0
3,'claro ',0,1,0,0,0,0,0,0,0,0,0,0
3,'coincidir con el que poner jan en el 3 ',0,1,2,0,2,1,0,0,2,0,1,0
4,'por ah podríamos agregar que en_caso_de generalizar todo el problema quizás serio posible realizar lo pero no asegurar que ir a funcionar en todo el caso . . ',3,2,4,2,7,1,3,0,4,2,0,0
3,'como gustar ! ',0,0,0,0,1,0,1,0,0,1,0,0
5,'por mi ya estar ! ',0,1,1,0,1,0,0,0,1,1,0,0
5,'creer que con ese este bien ',0,0,1,1,1,1,1,0,1,0,0,0
5,'creer que este bien así ',0,1,1,1,1,0,1,0,0,0,0,0
5,'creer que el que paso ser que yo le entrar a dar a el ctrl_z y otro empezar a intentar acomodar . ',0,0,2,2,7,4,3,0,3,1,0,0
5,'hi se reventó todo ',0,0,1,2,0,1,0,0,0,0,0,0
3,'da le agrega lo ',0,0,0,0,2,2,0,0,0,0,0,0
3,'da le da le ',0,0,0,0,2,2,0,0,0,0,0,0
3,'da le da le ',0,0,0,0,2,2,0,0,0,0,0,0
3,'a le estar bueno ',1,0,0,0,2,1,0,0,0,0,0,0
3,'da le mejor ',0,1,0,0,1,1,0,0,0,0,0,0
3,'da le renco da le formato ',0,0,0,2,2,2,0,0,0,0,0,0
3,'a le tipo 7 ',0,0,0,1,1,1,0,0,0,0,1,0
3,'a le , ah estar mirar qué se poder agregar ',0,1,0,0,5,3,0,0,0,1,0,0
3,'da le , cuando querer ',0,0,0,0,2,1,1,0,0,1,0,0
3,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
3,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
3,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
3,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
3,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
3,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
5,'el mal lo deber tener ',0,0,1,1,2,1,0,0,0,0,0,0
6,'entonces el machina clearing lei uno base de dato y generar solución de el cual no aprendió ',1,2,3,5,2,1,1,0,2,0,0,0
7,'este aprender de el que resolvió , no de el dato real ? ',1,1,2,1,2,2,0,0,2,2,0,0
4,'entonces hablar . ',0,1,0,0,1,0,0,0,0,1,0,0
5,'entonces planificación también este mal ',0,1,1,2,1,0,0,0,0,0,0,0
5,'entonces poder decir que ser 2 cosa distinto , pero que poder funcionar anidar ',1,1,0,1,6,1,2,0,0,1,1,0
5,'entonces se basar en caso ',0,1,0,1,1,1,0,0,1,0,0,0
5,'entonces se podrir realizar buscar sinónimos ( ser decir abstraer el problema ) y buscar uno soluciona general no ? ',1,2,2,4,6,1,1,0,0,3,0,0
5,'entonces si lo llevar a el área de el inteligencia artificial poder decir que , uno nuevo problema se comparar con el caso almacenar prevalente en el base de caso y se recuperar uno o varios caso . ',2,2,6,7,6,4,4,0,5,2,0,0
5,'luego se utilizar y evaluar uno solución , sugerir por el caso que haber ser seleccionar con anterioridad , para ver si servir para solucionar el problema actual . ',1,1,3,4,9,2,2,0,4,3,0,0
5,'salvo que el caso recuperar ser igual a el actual , en general el soluciona tener que tener modificación , el que dar lugar a uno nuevo caso . ',4,0,5,5,5,1,2,0,4,3,0,0
4,'entonces solo haber que esperar ',0,2,0,0,2,0,1,0,0,0,0,0
5,'ser que si este ser uno debate en persona , todo saber el respuesta a cada pregunta , y hablar hasta llegar a uno acuerdo ',0,0,4,5,5,2,3,0,4,2,0,0
1,'ser uno bueno ejemplo el que dar jan ',1,1,2,1,2,1,0,0,0,0,0,0
3,'este bastante bien ... q se yo . ',0,1,1,1,0,2,1,0,0,2,0,0
3,'este bien ',0,0,1,1,0,0,0,0,0,0,0,0
1,'estar bueno el respuesta . ',1,0,1,1,1,0,0,0,0,1,0,0
4,'yo le retocar alguno conector , alguno detalle , pero no mucho mas . ',0,2,2,2,1,2,2,0,0,3,0,0
1,'este bueno el que escribir matear ',1,0,2,0,2,1,0,0,0,0,0,0
1,'estar lindo ese frase ',1,0,1,1,1,0,0,0,0,0,0,0
6,'estar hablar a uno nivel más abstracto , no de aplicación ',1,2,1,2,2,0,0,0,2,1,0,0
4,'estar ? ',0,0,0,0,1,0,0,0,0,1,0,0
4,'estar intentar arreglar pero no toá el 1 ',0,1,1,1,3,0,1,0,0,0,1,0
1,'estar ',0,0,0,0,1,0,0,0,0,0,0,0
1,'estar ',0,0,0,0,1,0,0,0,0,0,0,0
1,'estar ',0,0,0,0,1,0,0,0,0,0,0,0
3,'hoy a el 7 este bien por mi ',0,1,3,1,0,0,0,0,2,0,1,0
1,'i ama ',0,0,0,2,0,0,0,0,0,0,0,0
5,'igual medio como q ser a el pedo , ser por ah ',1,1,1,2,2,0,2,0,2,1,0,0
3,'joya entonces ',0,1,0,1,0,0,0,0,0,0,0,0
3,'joya ',0,0,0,1,0,0,0,0,0,0,0,0
6,'el y 1 el 2 ya estar ',0,1,2,0,1,0,1,0,0,0,2,0
6,'leu también que decir que en prologá ser muy facial comparar objeto ... suponer que se referir a el mismo . ',2,1,1,3,6,1,3,0,2,2,0,0
6,'listo , haber 5 ',0,0,0,0,1,0,0,1,0,1,1,0
8,'ir a el 3 ? ',0,0,1,0,1,0,0,0,1,1,1,0
8,'lo dejar así ? ',0,0,0,1,1,1,0,0,0,1,0,0
5,'lo desarrollar uno poco y quedar buen_is_i_m_o ',0,1,1,0,2,2,1,0,0,0,0,0
5,'el que este ah este bien ',0,0,3,2,0,1,0,0,0,0,0,0
4,'mastín , si te parecer agregar el de mongol , da le nomás ',1,0,1,2,3,2,1,0,1,2,0,0
5,'me gustar el diferencia que agregar dieno en el 1 a el final ',0,0,3,3,2,2,0,0,2,0,1,0
2,'ser lo que le querer explicar ayer y no me dejar ? ',0,2,0,0,4,4,1,0,0,1,0,0
5,'me gustar el ultimar oración ',0,0,1,1,2,1,0,0,0,0,0,0
5,'me parecer bien ! ',0,1,0,0,1,1,0,0,0,1,0,0
5,'me parecer que ah este , no encontró mucho información para respaldar me , pero así lo entender ',0,2,2,2,4,3,2,0,1,2,0,0
5,'me parecer que este bien el que poner jan ',0,1,2,1,2,2,1,0,0,0,0,0
3,'me sumar ',0,0,0,0,1,1,0,0,0,0,0,0
5,'medio en criollo ',0,1,0,1,0,0,0,0,1,0,0,0
4,'metamos le a el 3 así terminar y nos olvidar ',0,0,1,1,3,2,1,0,1,0,1,0
5,'no , decir q por ah poner ese como q te ir de tema ',0,1,0,2,3,3,2,0,2,1,0,0
5,'no ser el mismo buscar similitud que hacer uno analogía ',1,1,2,2,3,0,1,0,0,0,0,0
4,'no importar , seguir ',0,1,0,0,2,0,0,0,0,1,0,0
6,'no no pero me tirar uno idea de como modelar uno programa car ',1,2,2,2,2,1,2,0,1,0,0,0
6,'nomás que en el tercero este en palabra mas normal ',2,0,2,2,0,0,2,0,2,0,0,0
4,'ok nos encontrar a el 7 entonces ',1,1,1,0,1,1,0,0,1,0,1,0
3,'okay ',0,1,0,0,0,0,0,0,0,0,0,0
3,'okay ah lo convertir y lo mandar ',0,2,0,0,2,2,1,0,0,0,0,0
5,'osen para mi se referir si usar razonamiento basar en caso ',0,0,1,2,3,1,1,1,2,0,0,0
5,'para mi caso similar generar diferencia en matches ',1,0,1,3,1,0,0,0,2,0,0,0
5,'para mi ese seriar lo mismo que si lo hubiéramos hacer \" distribuir en el tiempo \" y no todo conectar ',1,1,2,1,5,4,3,0,2,2,0,0
5,'para mi no tener nada de malo poner el verdad ',1,1,2,1,2,1,0,0,2,0,0,0
5,'para mi no tener sentido el comparación por no ser el mismo grupo ',1,2,3,4,2,0,0,0,1,0,0,0
5,'para mi prologá ser mas para lo de leonina machina . . ',1,0,1,2,1,1,1,0,3,2,0,0
5,'para mi saber mas el que escribid ese en w_i_k_i_pedia ',1,0,2,1,1,2,1,0,2,0,0,0
5,'para mi se poder tirar uno pseudocódigo ',0,0,2,1,2,1,0,0,1,0,0,0
3,'para mi también ',0,0,1,0,1,0,0,0,1,0,0,0
5,'para poder generalizar ',0,0,0,0,2,0,0,0,1,0,0,0
4,'pasar a el 2 ',0,0,1,0,1,0,0,0,1,0,1,0
6,'pensar en algo para responder en el 3 ) , capaz que ser fruto , pero ser el que se me ocurrid . ',1,0,2,2,4,5,1,0,3,4,1,0
1,'ahora lo copiar a el dock ',0,1,1,1,1,1,0,0,1,0,0,0
6,'pero esta en el hoja de el punto uno ',0,0,2,2,1,1,1,0,2,0,0,0
6,'pero el definición ser hasta ahora \" en el cual se resolver nuevo problema basar en problema anterior que ser similar a este . \" ',3,2,3,3,4,3,1,0,3,3,0,0
5,'pero el idea no ser hablar lo primero entre todo por acá ',0,2,1,2,2,2,1,0,2,0,0,0
5,'pero me sonar a que ser uno problema concreto , hacer uno modelá con i y lo solucionar ',2,0,2,3,4,2,3,0,1,1,0,0
5,'pero no haber necesidad de que estar todo conectar ',0,1,1,1,3,0,2,0,1,0,0,0
5,'pero no poder todo hacer todo , por mas que no estar en el mismo instante ? ',1,2,2,1,3,1,3,0,2,2,0,0
5,'pero para ir deducir alguno definición ir intentar distinguir bien entre uno y otro ',0,1,1,1,5,2,2,0,2,0,0,0
5,'pero querida armar tipo uno oración que lo mencionar antes ',1,1,1,2,2,2,1,0,0,0,0,0
5,'por ah ese ser mas de implementación ',0,1,0,1,1,1,1,0,2,0,0,0
5,'por ah ese q decir se podrir utilizar con mongola ',1,0,0,2,2,2,1,0,2,0,0,0
6,'por el que entendió lo hacer ver si hacer machina ',0,0,1,2,3,2,1,0,1,0,0,0
6,'por el que leu y el que decir en ese libro se poder , pero no funcionar para todo , haber mucho caso que no funcionar yaqui no poder razonar igual que uno persona y en ese caso fallar ',0,4,6,5,8,5,5,0,4,2,0,0
4,'por mi seguir con el demás . si después ver que se poder agregar algo mas lo hacer ',0,1,2,0,5,4,3,0,2,1,0,0
5,'por decir q impracticable probar caso por caso ',1,0,0,3,2,0,1,0,1,0,0,0
5,'por ser más o menos el definición ',0,2,1,2,1,0,1,0,0,0,0,0
4,'por tamil agregar ese a el principio capaz q tendríamos q esperar a q leer ',2,0,1,3,4,3,0,0,2,0,0,0
6,'porque el utilidad de este ser cuando haber poco cosa que se repetir mucho , y ese ser a el rever ',0,1,3,3,4,4,3,0,2,1,0,0
5,'porque nadie querer seguir ',0,0,0,0,2,1,1,0,0,0,0,0
6,'porque quedar como que el 4 paso ser de el aprendizaje incremental ',1,0,2,2,2,0,3,0,1,0,1,0
5,'porque se me hacer mas machina clearing que dB ',1,0,0,1,2,2,3,0,0,0,0,0
5,'poner el que sincera_mente creer ',0,1,1,0,2,1,0,0,0,0,0,0
7,'que irisan antecede . . en resumen y listo ',1,0,0,1,1,0,2,0,2,2,0,0
5,'quedar joya ya este ',0,1,1,1,1,0,0,0,0,0,0,0
5,'quedar muy bien explicar ',0,2,0,0,2,0,0,0,0,0,0,0
8,'se me ocurrid algo así para el 1 pero nos que le parecer ... ',0,0,1,3,1,5,1,0,1,1,1,0
3,'si a mi teme ',0,0,1,1,0,0,1,0,1,0,0,0
3,'si ah estarza creer ',1,0,0,1,1,0,1,0,0,0,0,0
3,'si calcular que si ',0,0,0,0,1,0,3,0,0,0,0,0
3,'si creer q si ',0,0,0,0,1,0,3,0,0,0,0,0
3,'si riego y batial también poder si ',0,0,0,2,2,0,3,0,0,0,0,0
3,'si estarza bien agregar ese ',1,1,0,0,1,1,1,0,0,0,0,0
3,'si el de el nene este bien ',0,0,3,2,0,0,1,0,1,0,0,0
1,'si , me dormir pero seguir así lo terminar ',0,0,0,1,3,2,2,0,0,1,0,0
3,'si para mi si ',0,0,1,0,0,0,2,0,1,0,0,0
6,'si pero igual todo hacer el uno ',0,1,1,0,1,2,2,0,0,0,0,0
3,'si posta ... ',0,0,0,1,0,0,1,0,0,1,0,0
7,'si quedar bien , no se si habré que entrar uno poco mas entretalle o ya estarza ',1,4,1,1,2,2,5,0,0,1,0,0
4,'si querer hacé lo y después ver , recordar que uno programa basar en regla que se modificar a si mismo no ser car ',1,2,1,2,7,4,4,0,2,1,0,0
6,'si uno libro te respaldar este bien , yo creta que no se podio ',0,1,2,2,3,3,2,0,0,1,0,0
3,'si yo encontró el mismo ',1,0,1,0,1,1,1,0,0,0,0,0
5,'si , pero para mi faltaría desarrollar uno poco el persona con el síntomas que este muy bueno el ejemplo ',2,1,6,3,1,2,2,0,2,1,0,0
6,'si , pero uno de el ejercicio de el practicar 3 ser uno base de dato de sinónimos ',0,0,3,4,2,1,2,0,4,1,1,0
4,'sir manda lo así ',0,0,0,2,1,1,0,0,0,0,0,0
4,'sino haber poner q andar pero fallar si el base de dato ser muy grande pi prologá no lo soportar ',1,2,1,4,6,1,4,0,1,0,0,0
3,'siso creer q si ',0,0,0,1,1,0,2,0,0,0,0,0
3,'siso ',0,0,0,1,0,0,0,0,0,0,0,0
3,'siso ',0,0,0,1,0,0,0,0,0,0,0,0
6,'también leu 2 ',0,0,0,1,1,0,0,0,0,0,1,0
2,'todo de acuerdo y contento ',1,0,0,1,0,1,1,0,1,0,0,0
5,'uno traductor también ',0,0,1,1,1,0,0,0,0,0,0,0
4,'ir por el 2 ? ',0,0,1,0,1,0,0,0,1,1,1,0
7,'ir tirar linear en el 2 ? ',0,0,1,0,3,0,0,0,1,1,1,0
8,'y después pasar lo ? ',0,1,0,0,1,1,1,0,0,1,0,0
5,'y en el 3 sincera_mente creer que se poder , por como ser prologá , aunque no creer que ser algo fácil de realizar ',2,3,1,0,6,1,5,0,3,2,1,0
4,'y hacer uno mergo con el que tener uno respuesta correcto ',1,0,3,1,3,1,1,0,1,0,0,0
5,'y el de el etapa iris en el uno me parecer ',1,0,3,1,1,2,1,0,2,0,0,0
11,'y el buchones porque yo no poder deshacer el que usted hacer , sotavente poder ver el revisión historiá y quién modificar qué cosa ',0,2,4,4,6,4,3,0,0,1,0,0
7,'y se parecer a el aprendizaje de maquinar ? ',0,0,1,1,2,1,1,0,2,1,0,0
5,'ya estarza para mandar lo parecer ',1,1,0,0,2,1,0,0,1,0,0,0
