@relation chat

@attribute Conducta {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute message string

@data
6,'El Razonamiento basado en casos se basa en la forma de razonamiento humano, y el uso de la memoria.'
6,'La memoria permite relacionar el presente'
6,'el tema es q en prolog te va a tirar un si o un no en el caso de ser una situacion igual a una anterior.. si cambia un poquito te tira un no y en ese momento agregas todo otra vez y vas a tener siuaciones muy parecidas pero distintas'
6,'En el cual se resuelven nuevos problemas basados en problemas anteriores que sean similares a estos.'
6,'en el grupo con el que hice el primer TP lo hicimos, debatimos todo y despues uno escribia, no es dificil...'
6,'en el link que djee de wikipedia hay unos ejemplos pero no son orientas a la computacion.'
6,'En realidad todo lo que es relacionado A AI les va a sonar similar, porque son campos que si no te metés en detalle son muy parecidos'
6,'en wikipedia te tira algunos en el primer parrafo'
6,'Es como una persona Diego'
6,'es más fácil de escribir'
6,'Es una técnica de la inteligencia artificial que busca soluciones a nuevos problemas, de manera similar a una persona.'
6,'Cuando una persona debe resolver un nuevo problema lo primero que hace es buscar en su memoria experiencias anteriores que sean parecidas a la actual y en ese momento establece similitudes y diferencias y combina las soluciones dadas anteriormente para lograr una solución nueva.'
6,'estaba hablando con otro amigo y le pasaba lo mismo a su grupo..'
6,'Figuran Eddie y José en el momento en que se perdieron todos los formatos'
6,http://catarina.udlap.mx/u_dl_a/tales/documentos/msp/posada_t_n/capitulo3.pdf
6,http://en.wikipedia.org/wiki/CLIPS
6,http://es.wikipedia.org/wiki/Razonamiento_basado_en_casos#SE_basados_en_casos
6,'http://soda.swedish-ict.se/2478/1/T91_16.pdf en la pag 22'
6,http://soda.swedish-ict.se/2478/1/T91_16.pdf
6,http://soda.swedish-ict.se/2478/1/T91_16.pdf
6,'http://www.academia.edu/2865916/Detecci\%C3\%B3n_de_impactos_mediante_razonamiento_basado_en_conocimiento_Aplicaci\%C3\%B3n_a_una_secci\%C3\%B3n_de_ala_de_avi\%C3\%B3n'
6,http://www.cs.unm.edu/~luger/ai-final/code/PROLOG.exshell.html
6,https://groups.google.com/forum/#!topic/comp.ai/pCDmCM8CjV8
4,'Igualmente si querés, podés decir que los algoritmos de ML que se basan en inducción de reglas se parecen a CBR'
6,'la definicion de analogia en la logica es un toque distinta'
6,'lei que usa un metodo heuristico para analizar un caso'
6,'les doy un ejemplo para la segunda, las aplicaciones te teclados para los telefonos inteligentes, que te van armando la frase a medida que lo vas usando'
6,'lo deje un toque mas bonito y le puse la primera hoja controlen los nombre'
6,'lo hicieron re pegado'
6,'lo que tiene de bueno, o a diferencia del resto que se puede destacar de razonamiento basado en casos, es que se basa en los ejemplos anteriores para saber como actuar frente a uno nuevo, y si sabe como hacerlo lo resuelve, y lo guarda en su memoria.'
6,'En otros creo que si no sabe no lo resuelve, o tienen algunos mecanismos para poder deducir, o actuar frente a distintas circunstancias, a veces no arrancan con casos directamente, sino con premisas, o reglas, o ejemplos contundentes'
11,'Los problemas de levantarme a las 6'
6,'me aparecian como q estaban todos conectados abajo... pero escribi y desaparecieron'
11,'me estoy durmiendo tambien jaja y me tengo q bañar todavia XD'
6,'miren, segun esto prolog ES RBC'
4,'No te enrosques con eso, como definición eso a mi no me importa.'
6,'Ya sabemos que es como una persona que mira problemas resueltos anteriores tratando de resolver uno similar, y si lo resuelve se lo acuerda para poder utilizarlo en el futuro.. fin'
5,'Para el 2 estaba pensando ir a lo sencillo y con ejemplos no tan locos.'
5,'para mi ahi esta, solo falta poner que la similitud juega un rol fundamental'
5,'para mi la relacion con una persona esta buena para dar un ejemplo del concepto. yo la usaria'
6,'pero a lo que iba es que las soluciones uqe les pasas'
6,'pero la idea es que si es distinta adaptarla y agregarla adaptada'
6,'pero no se CUANDO, si las hace antes o después de tener el problema, que es precisamente lo que diferencia a machine learning con induced rules de cbr'
5,'pero no sé si hacce falta poner eso'
5,'Podemos decir que lo hace mediante 4 pasos'
6,'Por el sistema de agregar notas en cada punto puede andar bien, para \"debatir\" en off, pero todos a la vez'
6,'por eso en otros articulos se decia que prolog no era lo mas fuerte para implementar este tipo de razonamiento, si bien se puede no es el mejor'
6,'Prolog es un lenguaje turing completo y sirve más para AI que muchos lenguajes eh, osea te da más facilidad'
6,'que es como que la base de datos la va creando incrementalmente con sus propias soluciones'
1,'Recien pude conectarme, estuve todo el dia fuera de casa, Y mañana voy a estar en la misma, pero si mañana se conectan todos a esa hora voy a tratar de estar.'
6,'si en realidad eso es lo que lei en un articulo y desp lo lleva a la inteligencia aritficial como algo asi'
6,'Sí, de hecho fué creado con intenciones de ser aplicado en el campo de la Inteligencia Artificial, y Machine Learning es una de las tantas maneras de acercarse a la AI.'
6,'Las propiedades de meta-programación que tiene Prolog permiten desarrollar programas en prolog que en base a eventos (que éstos a su vez están basados en consecuencia de interpretar algún tipo de información) permitan modificarse a si mismos o incluso a otros programas en prolog.'
5,'si, para mi habria que poner lo que dice el ultimo link, el 5.1'
4,'suponete una base de datos de un hospital.'
6,'Bajo una serie de casos con determinados sintomas se dieron tales tratamientos con tales resultados.'
6,'Entonces el usuario que usa CBR ingresa los sintomas y le retorna esos resultados posibles.'
6,'suponiendo que corrija frases con tiempos vervales y eso..'
6,'ver algo que ya paso'
11,'wtf, eso fue lo que puse antes 2 veces, le agregaste paréntesis nomás jajaa'
4,'y hacemos una puesta en comun'
8,'y pseudocodigueandolo?'
6,'Ya habíamos decidido, nos juntabamos a esta hora a debatir las respuestas que cada uno había pensado para cada incizco'
8,'yo encontre esto de un a tesis haber q les parece'
5,'yo esa frase ni la pondría'
4,'pero si les gusta acomodenla'
11,'yo no toqué nada, entre vos y josé figuran todos los edits, solo aparece que Diego puso una imágen'
4,'yo sacaria lo de \"Podemos decir entonces...\"'
4,'Yo usaría memoria'
10,'Yo viajo el Viernes, pero después tengo disponibilidad dentro de todo...'
7,'ah pero quien agregó esa frase?'
7,'ah q hs??'
4,'bueno, esperemos a ver que opina el resto, si quieren retoquen algo, lo escribi como lo pense jaja'
7,'Che, lo del control de procesos de donde salió?'
2,'demostramelo jaja'
7,'después cuándo?'
7,'donde AI significa inteligencia artificial no?'
7,'el q es al pedo leer de eso o agregarlo?'
7,'en la de el medico vs decis poner algo como que se sabe la enfermedad por esos mismos sintomas de otras enfermedades anteriores de otros pacientes ponele'
7,'esas soluciones de donde salieron?'
7,'eso lo guarda?'
7,'estas viendo el doc?'
4,'fijense, en el parrafo 3, la ultima oracion que agregue'
7,'Hola diego lo mandaste??'
2,'jaja a ver'
2,'jajaja a ver'
4,'laura, si a vos te parecen bien las modificaciones q hizo, ponemos aceptar los cambios y listo'
7,'no hiciste el TP1?'
7,'No podemos borrar el chat y la catedra lo puede leer ?'
7,'no se qué poner más de lo que ya puse en la 3'
7,'perdieron todo el formato de lo que hicieron'
7,'pero esas soluciones, quien soluciono eso antes?'
7,'que escribo?'
7,'quien está romiendo todo'
7,'renzo no está no ?'
4,'revise si testea a ver si está bien lo q flashamos'
7,'todavia no dejaron el trabajo no? xq no lo encuentro en la pagina'
7,'un corrector de sintaxis seria RBC?'
7,'ustedes lo releyeron todo?'
7,'vos decis lo que esta en rojo?'
5,'ah, pero si Mateo viaja a la tarde y podemos hacerlo antes también'
7, 'pueden antes de las 5? para que estemos todos digo'
8,'ahi lo acomode haber si les gusta'
8,'ahora estan al pedo??? casi estamos todos'
8,'bueno la dejamos ahi y agregamos las 4 etapas?'
8,'bueno tipo 7 pueden?'
8,'bueno, les parece mañana a las 5 de nuevo? por las dudas'
8,'bueno, si quieren pongo eso y le van agregando'
8,'che cortamos a la una?'
8,'el primer parrafo y el tercero son parecidos, podemos hacer uno de esos 2'
6,'El Razonamiento Basado en Casos es una tecnica de resolución de problemas que se apoya en la premisa de que problemas parecidos tendran soluciones semejantes, basándose en las soluciones de problemas anteriores, mediante analogias, etc.'
8,'estamos de acuerdo que es un paradigma no?'
8,'habria q ponerlas, q les parecce?'
8,'habria q ver q dice bruno'
1,'igual te quiero, loquito pero te quiero'
7,'leiste lo q esta en el doc?'
8,'les parece conectarse de nuevo mañana a algun horario para ver si nos ponemos de acuerdo y lo mandamos?'
8,'les parece mañana tipo 5?'
8,'les parece si la vamos escribiendo en el documento?'
8,'Les queda bien mañana a las 14hs??'
8,'lo mando si queres'
8,'mas tarde pueden??'
8,'no les parece que esta como redundante eso?'
9,'no se porque te parecio erroneo, si esta mal lo cambiamos'
5,'no se puede adaptar para este trabajo'
8,'nose q dicen'
5,'o sea que para la 3 podria ser que alcance con utilizar inteligencia artificial para hacer con javalog RBC'
8,'pero les parece mal lo de analogia?'
5,'podriamos usar los ejemplos de inteligencia artificial'
5,'por ahi lo podemos hacer con un member y un append'
8,'que les parece la del niño?'
7,'se puede arreglar eso?'
7,'se puede borrar este chat despues?'
8,'si queres lee lo que hicimos y decinos que te parece'
8,'si quieren lo pongo en la segunda'
7,'una diferencia en el matcheo no se podria solucionar con casos similares?'
5,'y desp podemos llevar ese concepto a la intel artificial..nose digo'
5,'y dps los demas lo leen y mejoran lo q les parece'
7,'y no podemos adaptarlo?'
8,'y si dejamos las 3 primeras?'
6,'yo si para las 7 nadie dice de cambiar nada lo mando'
9,'a que hs podes??'
9,'A que hs pueden?'
6,'Ahí hice unos cambios pequeñísimos, alguna que otra palabra.'
5,'En general me gusta como está todo el TP.'
9,'Quieren ya mandarlo?'
9,'bueno como hacemos'
9,'bueno, dejamos la 3 para mañana?'
9,'Bueno, tiramos ideas para el punto 2?'
9,'Cómo quieren ir trabajando?'
8,'cuando pueden conectarse?'
8,'el viernes en que horario pueden??'
8,'en algun momento nos conectamos para terminar??'
8,'entonces la dejamos?'
8,'entonces pongo lo de las personas o no?'
8,'no cerramos el uno con una comparacion con machine learning?'
8,'seguimos despues?'
8,'tiene sentido compararlos?'
9,'vamos a encarar la definicion partiendo del machine learning?'
8,'y nos juntamos mañana a la noche entonces?'
9,'ya les parece que lo mande entonces?'
1,'buenas! como va??'
1,'buenas, no sabía que se podía chatear por aca.'
1,Buenisimo
8,'que hacemos? yo tenía pensado que cada uno responda, marcando una sección con su nombre.'
5,'Y podríamos despues fusionar las respuestas o algo asi'
1,'yo si quieren hago la primera'
7,'ahh decis responder las 3 cada uno y despues mezclar'
5,'para mi seria mas simple si dividimos el punto 2(repartiendo las 3 aplicaciones para cada uno) mas el punto 1 y 3, serian 5 uno para cada uno'
1,'Hola chicos, como estan?'
6,'Como vieron ya nos dieron el primer TP.'
4,'Les escribía para ir poniendonos en contacto e ir viendo cuando les parece que lo empecemos a hacer.'
1,'Saludos, Cristian.'
9,'Sisi lo lei, hay que ir a buscar algo a la biblio?'
1,'Yo mañana voy a ir a la facu'
5,'Creo que la idea es que hablemos por el chat del doc como para ver cómo se desenvuelve cada uno .'
5,'Me parece que apuntan a eso'
8,'Cuando quieran arrancamos'
4,'Bueno, si quieren vamos subiendo info al documento, lo discutimos y de ultima nos juntamos un dia en la biblio'
1,'Yo justo estoy yendo porque tengo que buscar unas cosas, de paso me fijo si hay algo en la biblioteca.'
7,'No se si vieron lo que puse en el chat del doc ayer'
11,'No se ve nada en el chat del documento.'
11,'No se si yo soy el gil que no sabe como verlo o es que solo funciona mientras que cuando estamos en el mismo momento sobre el documento.'
6,'El chat lo pueden ver sólo las personas que están en el momento que otro escribe'
6,'por eso no lo vemos'
8,'Les parece hacer así como puse?'
3,'Ah bueno.'
8,'Deje escrito en el documento, fijense que opinan'
3,'Ahi lei lo que pusiste, me parece bien.'
1,'Luego subo mi parte'
6,'Dale, lo que subí yo lo estuvimos haciendo con Aye en la biblioteca.'
4,'Si tienen algo para poner vayan poniéndolo y vamos viendo'
11,'Lo ideal era que esta discusión se desarrolle en le Google Docs'
11,'Y evitar las reuniones personales en la biblioteca !'
1,'Ah, pido disculpas. no sabíamos !'
6,'Igual el encuentro fue casual porque fuimos a buscar bibliografía.'
4,'Vamos a seguir directo por google docs entonces'
4,'Deben usar este chat-room todos juntos, no por separado..'
7,'Entonces la idea es pactar una hora donde estemos todos juntos para discutir y resolver el trabajo?'
4,'Todos deben usar esta sala debido a problemas que estuvieron reportando sobre el otro chat otros grupos.'
6,'Es la alternativa al otro chat.'
4,'La resolución y organización deben resolverlo ustedes'
5,'Ahh, yo también interpreté que debíamos estar todos conectados al mismo tiempo en el chat.'
7,'Eso no es necesario, no?'
7,'El msj es genérico?'
11,'Porque lo estábamos usando bien (a mi entender)'
6,'Chicos, en el documento agregue un apartado en donde iría la respuesta final, sacando lo mejor de cada respuesta individual.'
4,'Ya completé algo, los que quieran revisenlo.'
4,'Esa parte la podemos ir modificando todos (aclarando los cambios) así vamos definiendo las respuestas.'
8,'Que les parece ?'
1,'Cuando llegue a casa lo leo'
6,'yo en mi parte habia redactado la información que tenias en tu parte'
1,'Cuando esté en la compu comento'
6,'Ahí comente el doc'
6,'Agregue información al ejercicio 2 (profundice sobre diagnósticos médicos, y algo de INFO general), y la pregunta 3.'
8,'Fijense que opinan, deje las fuentes también.'
4,'Quedaría profundizar dos aplicaciones mas'
6,'Aye, acabo de ver tu comentario del ejemplo del diagnostico médico con imágenes.'
5,'Esta bueno, no lo habia leido.'
4,'Si querés agregalo así no nos olvidamos, yo ahora estoy desde el teléfono y no puedo'
1,'Aaa no hay problema ahora veo donde lo agregamos y si queda bien'
4,'Si pueden guarden las fuentes de donde sacan todos, por si ponemos bibliografía al final del trabajo'
3,Genial
6,'En la parte de respuestas generales ya están las 3 preguntas resueltas.'
4,'Solamente queda revisar'
1,'Genial yo después lo leo y comento lo que me parece'
6,'Ya esta el apartado de bibliografía y le agregue las fuentes que usé yo.'
4,'El que tenga papers/libros de donde saco la información vaya poniéndolas ahí'
1,'Buenisimo ahora lo miro'
6,'Chicos, borre todo lo individual y deje las respuestas finales, cosa de que vaya quedando listo para entregar.'
6,'Antes de esto, por las dudas les envíe una copia del documento donde esta todo'
1,Genial
1,Barbaro
5,'Lo relei y me parece que quedo bien, me gusto'
3,'Si, yo tambien lo estuve leyendo de nuevo.'
5,'No creó que haga falta agregar mas'
6,'Acabo de terminar de leerlo'
5,'Creo que no tiene errores de redacción, para mi ya esta listo'
5,'Por eso, quedo bien estructurado y todo.'
1,Buenissssimo
8,'Ahora lo entrego entonces si les parece'
6,'Estoy terminando de corregir unas cosas y agregar unas url'
5,'Para mi esta perfecto'
6,'Lo acabo de mandar, les debería llegar una copia a todos'
6,'Sisi a mi me llego'
6,'Si, a mi tambien me llego'
6,'Ah me falto agregar los integrantes en el documento.'
1,'En un rato lo reenvío'
5,'No creo que haga falta'
6,'Si, me llego un mail diciendo eso'
1,'ahora lo agrego'
3,'Aaaa esta bien :)'
6,'Ya lo mandé'
1,Genial
1,(Y)
1,'Hola chicos, soy Sofía Muñoz.'
3,'Me gusta la idea de acordar un día y horario para conectarnos todos.'
4,'Lo ideal sería que cada uno vaya leyendo e investigando un poco para poder intercambiar opiniones.'
6,'Yo también rindo el miércoles, pero después de las 5 ya puedo.'
3,'Dale Juan, a las 5 voy a andar por acá.'
7,'No sé que pasa que se me cierra el chat'
9,'¿qué hacemos?'
9,'¿completamos el 1?'
5,'el 3 me gusta como quedó, el ejemplo es perfecto'
6,'Si a mi también se me cierra.'
3,'Si dale'
4,'podemos completar el uno'
6,'Encontre un poco de chamuyo para arrancar en el 3.'
6,'La definición de dispositivos computacionales que puedan pensar requiere la incorporación de elementos que permitan representar el conocimiento y su consecuente'
6,'Uno de los primeros intentos consistió en la creación de un mecanismo para implementar algoritmos basados en lógica de primer orden.'
6,'De este esfuerzo nació el lenguaje de programación llamado Prolog.'
6,'Prolog es un lenguaje de programación para representar y utilizar el conocimiento que se tiene sobre un determinado dominio.'
6,'Más exactamente, el dominio es un conjunto de objetos y el conocimiento se representa por un conjunto de relaciones que describen las propiedades de los objetos y sus interrelaciones.'
5,'che.. lo de inductivo,deductivo.. todo eso del 1.. para mi es re secundario.. osea, encontre una parte que lo dice recontra breve ..como decir : esto es TAL cosa, esto TAL otra..'
3,'Si, yo por eso lo deje ahi, no sabia bien que poner'
10,'no creo que sea necesario poner mas q eso siendo q la pregunta se centra mas en otra cosa.. para mi es practico poner algo simple'
3,'Claro, porque habla de definicion, no de explicación.'
5,'Pero como que leo eso, y me queda medio vacio'
7,'¿Cómo adquiere la capacidad de aprender?'
1,Hola
6,'Falta tobias'
3,Sí...
9,'Bueno, como hacemos esa parte de explicar los tipos de aprendizaje'
6,'Eso de supervisado y no supervisado, lo lei en varios lados, hasta e wiki .'
5,'a mi me parece que se entiende más con la información de los pdf que nos pasamos, y me parece bien profundicar en inductivo como dijiste'
7,'¿hay alguna forma de poner esta ventanita del chat en el docs? porque lo tengo en dos lugares distintos y me vuelve loca!'
6,'mm, creo que no.'
4,'Lo que si la podes sacar como una ventana aparte.'
6,'con la flecha de al lado de cerrar.'
3,'claro, eso lo vi.. y bueno, algo es algo'
5,'Yo dejaria eso de supervisado y no supervisado, asi bien puntual.'
4,'Mostrando las diferencias que hay entre cada uno, a que apunta cada uno y que resultado dan.'
3,'está bien'
5,'Lo acomodaria abajo de lo que puso tobias ahi en aprendizaje inductivo .'
4,'y por ahi tratar de explicar un poco con nuestras palabras los otros aprendizaje y listo.'
4,'Como haciendo clasificación de inductivo, dale\"'
5,'soy horrible tratando de que quede lindo un doc'
1,'Jajajaja, yo te lo acomodo'
2,'dale jaja'
6,'los de las redes de neuronas lo saco'
6,'ahi acomode un poco,,,'
8,'o dejo lo de las neuronas?'
5,'mm, a mi no me gusta, pero porque no lo entiendo, no porque este mal'
4,'Bueno, todos esos métodos de aprendizajr que estamos poniendo son un extra igual, así que si no estamos muy seguros de algo lo sacamos'
6,'Ahi entra Juan creo, que tampoco encuentra como entrar al chat'
5,'y vemos, tobias tampoco debe encontrar como entrar'
11,'capaz que no... no es muy fácil'
6,'Para el 3 como una intro, encontre esto.'
6,'La definición de dispositivos computacionales que puedan pensar requiere la incorporación de elementos que permitan representar el conocimiento y su consecuente manipulación'
6,'Uno de los primeros intentos consistió en la creación de un mecanismo para implementar algoritmos basados en lógica de primer orden.'
6,'De este esfuerzo nació el lenguaje de programación llamado Prolog.'
6,'Prolog es un lenguaje de programación para representar y utilizar el conocimiento que se tiene sobre un determinado dominio.'
6,'Más exactamente, el dominio es un conjunto de objetos y el conocimiento se representa por un conjunto de relaciones que describen las propiedades de los objetos y sus interrelaciones.'
6,'O sea el conjunto de objetos, son los hechos en la base, y el conocimiento lo representamos mediante los predicados.'
5,'yo pondría desde: \"Prolog es un lenguaje de progrmación....\"'
6,'objetos : fiebre, juan .'
6,'relacion tiene(juan,fiebre)'
3,barbaro!
3,'Claro, tipo una intro, y después el ejemplo que esta ahi.'
3,'si, va a quedar re bien'
6,'Chicos, ahí vengo en 15'
3,Ok
5,'Igual, creo que ya iría quedando, solo decidir que hacemos con lo de los tipos de aprendizajes y listo.'
4,'Pero ahi vengo, y cerramos asi no se nos hace muy tarde.'
3,'Dale, te espero para eso, pero es verdad, ya estaríamos'
1,'me estaba perdiendo un par de cosas'
5,'Yo al genético y al conexionista los sacaría, es como mucho ya'
2,'jajaja, bienvenido'
11,'jaja, es todo un dilema ver hasta donde si, y cuando cortar para no irnos por las ramas'
3,'Claro... viste que agregamos bastante en la parte de inductivo, pero es porque nos pareció el más importante'
5,'si bien son datos importantes, yo quiero como sacar la informacion complementaria'
5,'lo de las redes de neuronas es interesante, pero es como demasiado ya..'
3,si
7,'y que es parte del aprendizaje conexionista o que?'
3,'claro'
6,'en realidad como no entendiamos a que se referia con lo de redes de neuronas artificales buscamos esa definicion'
8,'con eso entre paréntesis no hace falta la definición formal, esta bien?'
3,si
1,perfecto
4,'jajaja, borralo sin culpa, se entiende con lo que pusiste entre parentesis'
11,'lo se, pero como no tengo idea de que parte de google salio esa definicion espero a que todos esten de acuerdo'
4,'total es solo mirar lo que hay que borrar antes de hacer el pdf'
5,'Bueno, yo creo que ya estaríamos'
5,'esperemos a que estemos todos de acuerdo y listo'
11,'hay un chico que no apareció todavía...'
2,'jajaj problemas de conexión'
9,'bueno, que hacemos.'
9,'Mañana le damos los retoques finales para mandarlo? o quieren terminarlo en un rato?'
3,'Como quieran...'
6,'Es para el sábado, asi que problemas de tiempo no hay'
7,'por otra parte no sé cuanto más se le puede agregar'
4,'yo decia para que lo vean todos'
3,'Si, mejor poner una hora para mañana.'
2,'Y no tocar nada antes de esa hora jajaja'
1,'Good , volvi .'
3,'Apoyo la de mañana liquidarlo medio temprano.'
3,perfecto
1,'yo trato de contactar al chico que falta para que este al tanto y de su opinion'
7,'donde te fijas los integrantes del grupo? esta en la catedra?'
6,'no, en el mail que nos mandaron'
6,'En el mail .'
6,'o aca, fijate que arriba hay un tipito con un 5, ahi estamos todos.'
8,'Bueno, a que hora les parece'
4,'tratemos de arreglarnos nosotros y dejemos un comentario en el doc, para que lo vean el resto.'
8,'tipo 5?'
8,quieren?
3,'dale, dale!'
4,'Bueno, dejamos las 5 como horario, si alguno de los otros chicos no puede que deje sus sugerencias en el doc'
3,listo.
1,'Nos \"vemos\" mañana'
1,'Hasta mañana chicos!'
4,'dale, dejen el comment.'
3,listo
1,'ah sofia, como te fue?'
11,'tengo varios parciales practicados, aunque ya es tarde, y esperemos que no llegues al prefi . jaja'
11,'Jajaja, creo que bien'
11,'si me fue mal te los pido, pero espero que no!'
7,'vos rendiste hoy tambien?'
6,'No, yo la meti en el parcial'
1,'Ah, re bien'
7,'que se rendia hoy?'
1,'Bueno me fui, saludos, nos encontramos mañana!'
6,'recuperatorio de exploratoria'
1,Exitos
1,'Gracias, hasta mañana chicos!'
1,'hasta mañana'
1,Hola!
1,'acá estoy!'
1,'hola sofi, como va?'
1,'Todo bien, ¿vos?'
1,'todo bien'
6,'Se me pasó un poco la hora, ya casi me olvidaba'
2,jajaja.
4,'Les damos 5 min al resto'
3,'Si, no hay problema!'
2,'Ah, Colo está en el doc, lo veo...jajaja'
1,'ahi vine!'
11,'esto de hangouts es medio incomodo'
11,'tener 2 cosas y cada una por su lado :S'
3,se
2,'tiene buenos emoticones, eso si. xD'
2,'jaja, es verdad'
6,'Los que no están en el doc, son los de progr. exploratoria, estaban siempre.'
3,'es verdad'
4,'bueno, vamos retocando?'
3,Dale
5,'chicos, la definición de wikipedia con la definición de redes neuranales vuela, no? con lo que arreglaron ayer entre parentesis se entiende...'
5,'para mi vuela'
3,'Se, vuela.'
3,Ok
5,'me parece raro que aprendizaje inductivo quede tan grande, es una de las sub-ramas'
4,'quizas deberia ser menos \"protagonico\"'
6,'En la mayoria de los resumenes que lei, hablaba no de inductivo, ni de deductivo, ni de conexionista, sino partia el aprendizaje en dos, dando por cerrado que era inductivo, y los partia en \"supervisado - no supervisado\"'
6,'Habíamos puesto la clasificación porque aparecia en todos lados y parecia como el más importante'
3,'sisi, pero parecia hasta con letra mas grande'
2,jajajjaa
5,'puede ser..'
6,'era porque estaba en arial, ahora lo deje todo en TimesNewRoman'
2,'u.u se achica. jaja'
7,'no se por que esa parte se ve como con un renglon en el medio'
1,'te lo acomodo'
11,'Les comento que soy un queso, poniendo \"lindo\" un doc, nunca fue bueno, nunca entendí como funcionaban los saltos de página, el puntitos, las sangrías, etc.'
2,'por eso no se que hacer jaja'
